X,Y,OBJECTID,NAME,ADDRESS,ID,ZIPCODE,WARD
-77.0548106192653,38.8990339939543,74,CVS(Allpoint),2550 VIRGINIA AVENUE NW,50,20037,2
-77.0437243276469,38.8965802868047,75,7-Eleven(Allpoint),514 19TH STREET NW,51,20052,2
-77.0276367365845,38.8975820665395,76,Walgreens(Allpoint),1155 F STREET NW,52,20004,2
-77.0257249127098,38.9047878389506,77,CVS(Allpoint),1117 10TH STREET NW,53,20001,2
-77.0396210778109,38.9059467506599,78,Marbi's news stand(star),1730 RHODE ISLAND AVENUE NW,55,20036,2
-77.0369736685207,38.9066739618355,79,Courtyard-DC Embassy row(star),1600 RHODE ISLAND AVENUE NW,56,20036,2
-77.0380519752235,38.9070567407215,80,Beacon hotel(star),1615 RHODE ISLAND AVENUE NW,57,20036,2
-77.0361324960792,38.9082738375278,81,Hotel Rouge(star),1315 16TH STREET NW,58,20036,2
-77.0355096214334,38.9079433320572,82,Doubletree(star),1515 RHODE ISLAND AVENUE NW,59,20005,2
-77.0355112137744,38.9065101932922,83,1500 Mass apts(star),1500 MASSACHUSETTS AVENUE NW,60,20005,2
-77.0373556692128,38.9058618275677,84,Lafayette FUC(star),1615 M STREET NW,61,20036,2
-77.0355112137744,38.9065101932922,85,1500 Market(star),1500 MASSACHUSETTS AVENUE NW,62,20005,2
-77.0370746449718,38.9090752852266,86,Metro Café(star),1400 16TH STREET NW,63,20036,2
-77.0360557399313,38.9053693890585,87,ACS FCU(star),1155 16TH STREET NW,64,20036,2
-77.0349706910973,38.905975620635,88,Cornerstone Café Inc(star),1501 M STREET NW,65,20005,2
-76.9802158149039,38.8860487090345,89,Bank of America NA (NC)(star),1710 MASSACHUSETTS AVENUE SE,66,20003,2
-77.0387652853288,38.9053414062582,90,City Market(star),1150 17TH STREET NW,67,20036,2
-77.0396210778109,38.9059467506599,91,Branch Banking & Trust Company(star),1730 RHODE ISLAND AVENUE NW,68,20036,2
-77.0445708209294,38.9060191058824,92,Jack's Fresh(star),1919 M STREET NW,69,20036,2
-77.0382202977853,38.9098429676119,93,CVS(star),1637 P STREET NW,70,20036,2
-77.0382424534273,38.9103074306141,94,JR's Bar & Grill(star),1517 17TH STREET NW,71,20036,2
-77.0335848737462,38.9066844439373,95,Homewood Suites Washington(star),1475 MASSACHUSETTS AVENUE NW,72,20005,2
-77.034221572928,38.9046313458874,96,Jacks' Famous Deli(star),1129 15TH STREET NW,73,20005,2
-77.0374534110627,38.9042767765922,97,To Market To Market(star),1615 L STREET NW,74,20036,2
-77.0382001164712,38.9104809451728,98,JR's Bar & Grill 2(star),1519 17TH STREET NW,75,20036,2
-77.034249274073,38.9099794144416,99,Vida Fintess-Metropole(star),1515 15TH STREET NW,76,20005,2
-77.0388874842152,38.9040558736021,100,"Capital One, NA(star)",1100 17TH STREET NW,77,20036,2
-76.9805217253974,38.8885381363887,101,The Meeting Place(star),100 17TH STREET SE,78,20003,2
-77.0330073302173,38.9080882894621,102,Hotel Helix(star),1430 RHODE ISLAND AVENUE NW,79,20005,2
-77.0341064399874,38.9044764358758,103,AFL-CIO Employees FCU(star),1125 15TH STREET NW,80,20005,2
-77.0382094139085,38.9138463683409,104,National Capital Bank of Washington(star),1737 17TH STREET NW,81,20009,2
-77.0334383903975,38.9053235943457,105,Westin-Washington(star),1400 M STREET NW,82,20005,2
-77.0322779337386,38.9085091830799,106,7-Eleven(star),1400 RHODE ISLAND AVENUE NW,83,20005,2
-77.0394688715579,38.9044497040433,107,Renaissance Mayflower DC(star),1127 CONNECTICUT AVENUE NW,84,20036,2
-77.0335677516001,38.9094991071144,108,Lafayette FUC(star),1440 P STREET NW,85,20005,2
-77.0368929662057,38.9028898483858,109,Hilton Capital(star),1000 16TH STREET NW,86,20006,2
